,Penjual,Kota Toko,Nama Produk,Harga Produk,Jumlah Terjual,Rating Produk
637,babykhai,Jakarta Timur,seblak rafael / seblak coet / seblak cocol,7500.0,Terjual 100+,4.9
638,the Dhecip,Tangerang Selatan,Seblak Instan Pedas Home Made,3500.0,Terjual 1 rb+,4.8
639,Baso Aci Ayang,Kab. Garut,Seblak Instan Komplit Pedas Gurih Nikmat,5999.0,Terjual 2 rb+,4.9
640,BociKakang,Jakarta Selatan,SEBLAK KERING PEDAS DAUN JERUK,4500.0,Terjual 500+,4.6
641,Aydaa Snack,Surakarta,SEBRING KRUPUK KERUPUK SEBLAK KERING PEDAS DAUN JERUK 1KG CABE ASLI,16000.0,Terjual 40+,4.9
642,RIKI STORE 97,Kab. Bogor,Seblak pedas kerupuk pedas kiloan 1 kg,34000.0,Terjual 70+,4.8
643,Gerai Snack Official Shop,Kab. Tangerang,Mie Seblak Geprek Sami Raos Khas Garut Seblak Instant Kekinian 160gr,18700.0,Terjual 100+,4.8
644,kylafood,Bandung,PAKET HEMAT (2 Seblak original - Seblak Karuhun - Cireng Bumbu Rujak),53250.0,Terjual 750+,4.9
645,KAMI FOODS,Kab. Tasikmalaya,CEMILAN KERUPUK SEBLAK - PEDAS - 250gr | ANEKA SNACK LOKAL,14700.0,None,None
646,Mokosnacksby,Surabaya,Best Seller seblak aci pedas / cemilan pedas / seblak siomay 250gr,15000.0,Terjual 60+,4.9
647,Lakoca Official Shop,Cimahi,Paket Isi 4 Batagor Instan | Makaroni Basah | Seblak Basah,64906.0,Terjual 30+,4.9
648,Mo_toko,Tangerang Selatan,Seblak Baso Aci Tulang Rangu Homemade Cemilan Instant Lokal,21730.0,Terjual 30+,4.8
649,3Key Frozen,Tangerang,Seblak Instan Carla 100gr,14000.0,Terjual 30+,5.0
650,Mochae shop,Bandung,Indomie Kuah Rasa Seblak Jeletot,2850.0,Terjual 500+,5.0
651,Keripik Mbok Emplok,Surabaya,TERLARISS KERUPUK SEBLAK MAWAR SEBLAK KERING PEDAS NDOWERR,15000.0,Terjual 5,5.0
652,Toko NRV Plastik dan Bahan Kue,Bandung,Kerupuk Oren Seblak Tenggiri | Kerupuk Bubur | Mutiara Sari | 1 Ball,64999.0,Terjual 1,5.0
653,Al Dien Mart,Tangerang,Seblak Mercon Komplit Khas Tasik 150gr,9500.0,Terjual 21,4.6
654,De Kriuk,Kab. Brebes,Kerupuk Mawar Putih Bulat Mentah / Bahan Seblak 1kg Gurih dan Enak,11000.0,Terjual 5,5.0
655,Bosmart99,Jakarta Selatan,Kerupuk merah 1Kg mentah untuk nasi uduk bubur ayam bahan seblak murah,24000.0,Terjual 250+,4.9
656,ivy's-kitchen,Kab. Tangerang,PROMO !!!! Seblak Instan Beli 20 free 1 Murah Enak,4550.0,Terjual 500+,4.8
657,Kickball Official,Bandung,seblak basah instan komplit 200gr,12000.0,Terjual 50+,5.0
658,kylafood,Bandung,"Paket Happy (Seblak Original, Batagor Kuah, Bacil)",53625.0,Terjual 500+,4.9
659,Gerai Snack Official Shop,Kab. Tangerang,Seblak Instant Basranger Extra Pedas Daun Jeruk (200gr),17300.0,Terjual 100+,4.8
660,Bawang Goreng Nion Nion,Tangerang Selatan,"Kerupuk Seblak Pedas 100 Gram, Kerupuk Seblak Daun Jeruk Gurih Renyah",13688.0,Terjual 20,4.5
661,Gerai Snack Official Shop,Kab. Tangerang,Seblak Kuah Instant Terciduk Khas Bandung Extra Mie Telur Best Seller,17300.0,Terjual 50+,4.5
662,SAVA STORE,Jakarta Selatan,"SEBLAK KERING WARWAR SEBRING KERIPIK PEDAS BY DAILY FOOD - PEDAS, +KARDUS",8900.0,Terjual 3,5.0
663,Akun_Kuliner,Tangerang Selatan,cimol seblak pedas 200gr,10000.0,Terjual 13,5.0
664,ArfaOnlineShop,Tangerang,MIE BURUNG DARA ISI 30 PCS BASO ACI/BOCI/SEBLAK,22000.0,Terjual 40+,4.6
665,TOSERDA,Bandung,Kerupuk Seblak Pedas Ikan Pink Hareudang,15680.0,Terjual 250+,4.7
666,Storio Store,Tangerang Selatan,Kerupuk Krupuk Seblak Merah Kering Pedas Oleh Oleh Bandung Odjolali,10500.0,Terjual 19,4.7
667,My snack910,Jakarta Selatan,Seblak Kering Cimol,11000.0,Terjual 12,5.0
668,lisdhacollection,Kab. Garut,Seblak Komplit⠀⠀,5500.0,Terjual 1 rb+,4.8
669,Akang Kripik,Jakarta Timur,STIK KERUPUK SEBLAK PEDAS 250 GRAM,20000.0,Terjual 15,5.0
670,Seblak Jeletet Murni,Jakarta Pusat,SEBLAK JELETET MURNI (UNYUU),26500.0,Terjual 250+,4.8
671,Pusat Cuankie & Cemilan Frozen,Jakarta Timur,Cuankie Tahu Gepeng Topping Baso Aci Seblak,29000.0,Terjual 100+,4.9
672,aghniya,Tangerang Selatan,"siomay mini kering 250 gr enak renyah untuk basoaci,seblak,cemilan dll",9999.0,Terjual 90+,4.9
673,Yuhuu snack,Kab. Karawang,Krupuk seblak viral PEDAS SEDANG 100 gr,3500.0,None,None
674,kualikika,Kab. Tangerang,Seblak Basah Instant Pedas / Extra Pedas - Extra Pedas,20000.0,Terjual 40+,5.0
675,Gerai Snack Official Shop,Kab. Tangerang,Bundling 3 - Seblak Bapper - Seblak Basranger - Seblak Terciduk,54000.0,Terjual 8,None
676,segilapan,Jakarta Barat,Seblak NENE Instan - PEDAS GURIH MANTAP,15000.0,None,None
677,Gerai Snack Official Shop,Kab. Tangerang,Seblak Basah Instan Good Friend (90gr),15500.0,Terjual 40+,5.0
678,Pempek Emak Indah,Jakarta Barat,COMBO HALU! 5PC SEBLAK MIE HALU - EMAK INDAH FOOD,123999.0,Terjual 6,5.0
679,Aneka Sayuran Segar,Jakarta Utara,KERUPUK OREN - KERUPUK SEBLAK MENTAH - 500GRAM - ANEKA SAYURAN SEGAR,10000.0,Terjual 80+,4.9
680,uus shop 02,Surabaya,kerupuk seblak mawar pedas daun jeruk,7999.0,Terjual 30+,4.8
681,TiTasix Tutug Oncom (TO),Tasikmalaya,Seblak Coet Instan / Seblak Cobek / Seblak Cocol / Seblak Original,8900.0,None,None
682,Onesupp Acc,Jakarta Barat,Toping Seblak Baso Aci PAKET MIX 150pcs Cuanki Lidah Siomay dan Baso T,77280.0,Terjual 6,5.0
683,G Cakery,Jakarta Pusat,KERUPUK SEBLAK SEBRING PEDAS,43610.0,Terjual 25,5.0
684,seblakblakan,Kab. Sukabumi,SEBLAK BLAKAN | Seblak & Baso Aci Instan JUMBO Asli Sukabumi,17000.0,Terjual 16,5.0
685,Seblak putra bandung,Kab. Bandung,Seblak basreng pedas original daun jeruk stik 100gr,5000.0,Terjual 4 rb+,4.8
686,Arkadewi11,Jakarta Selatan,[TERMURAH] KERUPUK SEBLAK MENTAH / KRUPUK KERING / KERIPIK ANEKA,7000.0,Terjual 4,5.0
687,Official Kartika Sari,Bandung,Seblak Koin,17500.0,Terjual 250+,5.0
688,Toko Camilan Anyar,Surabaya,Kerupuk Seblak Kencur / Seblak Jablay Viral @100-500gr,9000.0,Terjual 50+,4.9
689,pusatjajanan_,Kab. Bekasi,KERUPUK SEBLAK BANTET PEDAS GURIH 200 GRAM,15000.0,Terjual 100+,4.7
690,shofia snack bekasi,Kab. Bekasi,kerupuk seblak kencur pedas,15000.0,Terjual 100+,4.9
691,rumahtamma,Jakarta Barat,"Seblak Bapper / Produk Baru, Enak, Pedas Nikmat Best Seller",16000.0,Terjual 100+,4.3
692,fey snack,Depok,kerupuk seblak,10000.0,Terjual 100+,4.9
693,Pedas Gilaa,Surabaya,Cuanki Tahu Keriting Panjang Topping Baso Aci / Seblak Khas Garut,14999.0,Terjual 100+,5.0
694,RN FROZEN FOOD,Jakarta Selatan,Seblak Instan Kwetiaw,13500.0,Terjual 8,5.0
695,Kricep,Surabaya,kerupuk seblak kering pedas daun jeruk 200gr,6999.0,Terjual 30+,4.9
696,Snackzone PP,Jakarta Pusat,Kerupuk Seblak Pedas / Kerupuk Seblak Merah,18000.0,Terjual 16,3.5
697,anugrah seblak,Kab. Bandung,"(COD) seblak kering kerupuk jengkol bumbu basah,pedas",25000.0,Terjual 28,4.8
698,Hosana Snack,Bogor,Krupuk Seblak Kencur 250 gram,10000.0,Terjual 100+,4.9
699,jajanangarut19,Jakarta Selatan,SEBLAK KERING 100gr DUA VARIAN RASA,9000.0,Terjual 100+,4.5
700,DRSukses,Jakarta Selatan,kerupuk bawang pedas seblak plastik 250gr,26500.0,Terjual 16,5.0
701,Merbabu Food,Tangerang Selatan,Muria Snack Seblak Stick Cabe Merah x 10pcs (Bisa Same Day Delivery),55000.0,Terjual 3,5.0
702,Pedas Gilaa,Surabaya,Kerupuk Seblak Kering Sebring Pedas Daun Jeruk 100gr,6000.0,Terjual 500+,4.9
703,SuperSnacksShop,Kab. Bandung,KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK MENTAH 1kg KEONG WARNA,21000.0,Terjual 100+,5.0
704,AQILA FROZEN FOOD JAKARTA,Jakarta Selatan,KERUPUK SEBLAK KENCUR PEDAS 1kG,45000.0,Terjual 40+,4.8
705,Tukangsayurmbakyu,Tangerang Selatan,Kerupuk seblak pedas,15900.0,Terjual 60+,4.6
706,Foodshopindonesia,Jakarta Barat,Seblak Jengkol 150g Makanan ringan Snack Cemilan termurah terenak,10000.0,Terjual 30+,4.9
707,Storio Store,Tangerang Selatan,Kerupuk Krupuk Seblak Putih Kering Pedas Oleh Oleh Bandung Odjolali,10500.0,Terjual 30+,4.5
708,borneoveggiemart,Bekasi,Sogan Mie Kremes Vegan Rasa Seblak 100gr,9500.0,Terjual 30+,4.9
709,DILLADYSTORE,Malang,KERUPUK SEBLAK MAKNYIK,18000.0,Terjual 50+,4.9
710,anugrah seblak,Kab. Bandung,promo 3000 seblak basreng gurih dan renyah,3000.0,Terjual 1 rb+,4.9
711,Tukangsayurmbakyu,Tangerang Selatan,Paket seblak bakso untuk 3 porsi,29000.0,Terjual 30+,5.0
712,hilmandza,Kab. Tangerang,KERUPUK SEBLAK PEDAS 200g,12000.0,Terjual 30+,5.0
713,Y&M Snack,Bandung,kerupuk Seblak Putih 100 gram,5500.0,Terjual 100+,4.9
714,lahawelah,Kab. Garut,50pcs LIDAH Cuanki Batagor bahan Pelengkap Boci seblak dan cuanki,15119.0,Terjual 250+,4.9
715,ArfaOnlineShop,Tangerang,PAKET KOMPLIT BUMBU BASO ACI/BOCI/CUANKI/SEBLAK ECERAN,1200.0,Terjual 250+,5.0
716,D'gegaresan,Jakarta Utara,KERUPUK SEBLAK VIRAL RAFAEL ,5500.0,Terjual 90+,5.0
717,gaiagarut,Kab. Garut,"Cuanki Lidah 150pcs Toping Baso Aci, Seblak khas Garut",36959.0,Terjual 3 rb+,4.9
718,RF_Glosir-Jacket,Kab. Garut,seblak komplit instan terlaris pedas gurih asli Garut khas ibu ida,5700.0,None,None
719,Bintang Snack & Camilan,Semarang,Seblak 250 gram,9500.0,Terjual 80+,5.0
720,SAVA STORE,Jakarta Selatan,"KERIPIK PEDAS SEBLAK KERING WARWAR SEBRING BY DAILY FOOD - PEDAS, TanpaKardus",8500.0,Terjual 9,5.0
721,iwan resistans leather,Kab. Garut,"Seblak kuah instan , Seblak khas garut",6000.0,Terjual 15,4.7
722,CHOCOLAJIT_STORE,Kab. Bandung Barat,kerupuk seblak kering pedas termurah,14900.0,Terjual 3,5.0
